gender,income_type,annual_income,employment_years,education_level,existing_loan_balance,credit_inquiries,past_due_count,payment_status,approval_status
Male,Working,42800.0,0.3,Secondary,4800.0,1,2,2,Rejected
Male,Commercial associate,30200.0,4.0,Secondary,7600.0,0,1,3,Approved
Female,Working,66800.0,11.1,Academic degree,14200.0,2,0,0,Approved
Female,Working,75100.0,0.3,Secondary,10300.0,3,1,2,Rejected
Female,Working,67200.0,6.1,Higher education,5900.0,2,0,0,Approved
Female,Working,42000.0,6.5,Higher education,10400.0,2,0,0,Rejected
Female,Working,66900.0,4.5,Higher education,6400.0,2,0,0,Approved
Male,Working,48500.0,20.5,Secondary,37500.0,6,0,0,Rejected
Female,Working,35900.0,4.4,Higher education,4500.0,1,0,0,Rejected
Female,Commercial associate,83600.0,8.8,Secondary,8400.0,3,1,0,Rejected
Male,Working,86500.0,2.5,Incomplete higher,7500.0,1,0,0,Rejected
Male,Working,91800.0,9.2,Secondary,7600.0,1,0,0,Rejected
Male,Working,45500.0,11.0,Higher education,5000.0,4,1,0,Rejected
Male,Commercial associate,101800.0,3.4,Incomplete higher,29300.0,2,0,0,Rejected
Female,Working,47900.0,6.2,Secondary,45500.0,2,1,0,Rejected
Female,Commercial associate,80300.0,1.8,Secondary,15500.0,2,0,0,Approved
Other,Working,47600.0,0.5,Higher education,14600.0,2,1,1,Rejected
Male,Working,54100.0,11.9,Secondary,3000.0,4,0,0,Approved
Male,State servant,20100.0,3.6,Secondary,28800.0,3,0,0,Rejected
Female,Working,52300.0,0.0,Higher education,6400.0,3,2,0,Rejected
Male,Working,62400.0,15.7,Lower secondary,2700.0,0,2,0,Rejected
Male,Working,49800.0,2.3,Higher education,17400.0,2,0,0,Rejected
Female,Student,132000.0,5.2,Secondary,24000.0,2,1,2,Approved
Male,Commercial associate,35500.0,15.0,Academic degree,28600.0,5,0,0,Rejected
Male,Commercial associate,46500.0,5.8,Higher education,8500.0,3,0,late,Rejected
Female,Student,39800.0,5.7,Secondary,7700.0,2,0,0,Rejected
Female,Working,46500.0,0.1,Secondary,13800.0,1,0,1,Approved
Male,Student,95200.0,0.0,Secondary,10300.0,1,0,0,Approved
Female,Working,116400.0,5.6,Secondary,17700.0,4,1,2,Rejected
Female,Commercial associate,43700.0,8.4,Higher education,13900.0,1,0,1,Rejected
Female,Working,43200.0,8.1,Secondary,5900.0,0,1,0,Rejected
Female,Working,35600.0,4.0,Higher education,29300.0,0,0,0,Rejected
Male,State servant,107800.0,6.6,Secondary,17700.0,1,3,0,Rejected
Male,Working,99200.0,0.0,Secondary,23600.0,1,0,0,Approved
Female,Student,57100.0,8.9,Secondary,6000.0,0,1,0,Rejected
Other,Working,31900.0,7.3,Higher education,17400.0,3,0,late,Approved
Male,Commercial associate,33300.0,16.8,Higher education,20700.0,0,0,0,Rejected
Female,Student,64700.0,6.5,Secondary,13500.0,2,0,0,Rejected
Male,Working,76700.0,1.6,Secondary,4900.0,2,0,0,Rejected
Female,State servant,23600.0,6.2,Secondary,12600.0,4,0,0,Rejected
Other,Commercial associate,51800.0,4.8,Incomplete higher,19400.0,3,1,1,Rejected
Male,Pensioner,124000.0,8.8,Secondary,24700.0,1,1,0,Approved
Male,Working,54300.0,6.6,Higher education,3300.0,4,0,0,Rejected
Female,Commercial associate,117000.0,0.0,Secondary,13300.0,2,0,0,Rejected
Male,Commercial associate,80200.0,0.0,Secondary,4000.0,1,1,default,Rejected
Female,Working,36800.0,7.9,Higher education,19600.0,3,1,0,Rejected
Female,Working,52500.0,13.7,Higher education,23100.0,2,0,0,Approved
Female,Working,56500.0,6.9,Secondary,5600.0,1,1,0,Approved
Male,State servant,39000.0,10.7,Lower secondary,4700.0,4,0,1,Rejected
Female,Working,38700.0,11.8,Secondary,7500.0,1,1,0,Rejected
Male,Pensioner,118000.0,7.9,Secondary,10600.0,1,0,2,Approved
Male,Student,38600.0,2.3,Secondary,6700.0,7,1,late,Rejected
Female,Working,97300.0,7.5,Higher education,20800.0,0,0,0,Approved
Female,Working,49200.0,12.8,Incomplete higher,24800.0,3,1,0,Rejected
Female,Commercial associate,59200.0,9.3,Secondary,12900.0,2,0,late,Rejected
Male,Working,77100.0,10.4,Lower secondary,6900.0,3,0,0,Approved
Male,Commercial associate,45700.0,4.1,Higher education,10300.0,2,2,1,Rejected
Female,Commercial associate,77300.0,5.4,Lower secondary,12900.0,2,0,2,Approved
Male,Commercial associate,23800.0,5.9,Incomplete higher,10000.0,2,0,0,Rejected
Female,Working,73000.0,6.2,Lower secondary,11200.0,1,0,0,Rejected
Male,Commercial associate,19700.0,12.6,Higher education,23500.0,4,2,0,Rejected
Male,Commercial associate,54100.0,0.0,Secondary,6500.0,4,2,0,Rejected
Male,Working,87900.0,6.7,Secondary,39500.0,4,1,0,Rejected
Male,Commercial associate,79200.0,6.1,Higher education,13200.0,0,1,1,Rejected
Male,State servant,33400.0,0.0,Secondary,9600.0,2,0,0,Rejected
Female,Commercial associate,35400.0,10.0,Higher education,6400.0,2,0,1,Rejected
Female,Working,43900.0,2.7,Secondary,6900.0,3,0,0,Rejected
Female,Working,65100.0,4.6,Incomplete higher,12100.0,2,1,0,Rejected
Male,Working,24000.0,16.1,Secondary,13100.0,3,0,0,Rejected
Male,Working,59500.0,11.8,Lower secondary,9300.0,1,0,0,Approved
Male,Working,68900.0,9.5,Secondary,4000.0,2,0,0,Rejected
Male,Student,52700.0,8.5,Secondary,12100.0,0,0,2,Approved
Female,Working,75800.0,5.6,Incomplete higher,7000.0,1,0,0,Rejected
Male,Pensioner,66200.0,16.9,Incomplete higher,2500.0,3,2,0,Rejected
Female,Working,46900.0,10.7,Higher education,18100.0,0,1,0,Approved
Female,Working,25100.0,2.6,Lower secondary,2900.0,3,0,0,Rejected
Male,Working,63600.0,0.0,Secondary,9000.0,0,0,0,Approved
Other,Working,39000.0,9.4,Incomplete higher,11000.0,2,0,0,Rejected
Male,Pensioner,46200.0,6.2,Secondary,27000.0,0,0,0,Rejected
Female,Student,74300.0,0.0,Higher education,2700.0,0,1,0,Rejected
Male,State servant,113300.0,8.7,Secondary,19500.0,2,0,0,Approved
Female,Working,58900.0,5.1,Secondary,21500.0,1,0,0,Approved
Male,Pensioner,76800.0,9.3,Higher education,32300.0,2,2,0,Rejected
Male,Working,31300.0,8.8,Higher education,24200.0,0,0,2,Rejected
Female,State servant,66900.0,3.3,Secondary,11300.0,1,1,0,Approved
Female,Commercial associate,58300.0,9.8,Lower secondary,20000.0,1,0,0,Approved
Female,Working,104100.0,3.9,Higher education,27800.0,4,1,2,Approved
Other,Working,46900.0,4.2,Secondary,2000.0,4,0,0,Rejected
Female,Working,53700.0,3.7,Higher education,4000.0,3,0,1,Rejected
Male,Working,96400.0,12.4,Secondary,14100.0,5,0,2,Rejected
Male,State servant,57400.0,5.0,Secondary,21300.0,1,1,0,Approved
Male,Pensioner,36400.0,13.6,Higher education,17700.0,1,0,1,Rejected
Female,Student,188800.0,15.8,Secondary,14900.0,5,1,0,Approved
Male,Working,36900.0,2.7,Secondary,32000.0,3,0,3,Rejected
Female,Commercial associate,58200.0,0.0,Higher education,9300.0,0,0,0,Approved
Male,Working,70000.0,11.9,Secondary,6700.0,4,0,0,Approved
Male,Commercial associate,67500.0,4.7,Incomplete higher,8000.0,3,0,0,Approved
Male,Working,55000.0,2.0,Incomplete higher,14300.0,2,0,0,Rejected
Male,Working,55100.0,3.4,Secondary,11000.0,1,1,0,Rejected
Female,Commercial associate,53900.0,4.3,Higher education,22100.0,2,0,0,Rejected
Male,Working,36200.0,13.2,Secondary,7000.0,1,0,0,Rejected
Female,Working,157600.0,7.3,Higher education,15500.0,6,0,0,Approved
Female,Commercial associate,54200.0,13.2,Secondary,20100.0,5,0,0,Approved
Female,Working,78300.0,9.1,Lower secondary,27800.0,1,0,0,Approved
Female,State servant,51500.0,4.9,Secondary,4600.0,3,2,0,Rejected
Female,Commercial associate,51000.0,4.5,Higher education,7900.0,2,0,0,Approved
Female,Pensioner,48800.0,9.4,Secondary,10400.0,1,2,0,Rejected
Female,Commercial associate,29800.0,10.8,Secondary,3500.0,4,0,0,Rejected
Male,Pensioner,55700.0,11.7,Higher education,14900.0,7,0,3,Rejected
Male,Pensioner,49900.0,5.1,Higher education,14700.0,1,0,0,Rejected
Female,State servant,101400.0,7.4,Academic degree,13800.0,2,2,0,Rejected
Female,Commercial associate,34900.0,9.5,Secondary,10000.0,1,1,3,Rejected
Female,Working,46200.0,4.5,Secondary,25800.0,2,1,0,Rejected
Male,Working,40000.0,0.6,Secondary,8100.0,5,0,0,Rejected
Female,Commercial associate,114600.0,2.3,Secondary,24300.0,2,1,0,Rejected
Female,Working,40500.0,5.2,Incomplete higher,7900.0,5,0,2,Rejected
Female,Working,77100.0,9.9,Lower secondary,4500.0,0,0,0,Approved
Female,Working,92600.0,13.0,Incomplete higher,11400.0,0,0,0,Approved
Female,Commercial associate,56100.0,0.0,Secondary,12900.0,2,0,0,Rejected
Male,Working,32200.0,3.4,Secondary,15700.0,1,0,0,Rejected
Male,Commercial associate,32400.0,4.6,Higher education,1400.0,2,1,0,Rejected
Male,Pensioner,88200.0,10.6,Secondary,9200.0,0,3,default,Rejected
Male,Pensioner,34000.0,3.8,Higher education,37700.0,3,1,late,Rejected
Male,Working,71400.0,4.3,Secondary,7500.0,3,0,0,Approved
Female,Commercial associate,63000.0,0.0,Secondary,21500.0,0,1,2,Rejected
Male,Commercial associate,70900.0,9.0,Incomplete higher,61900.0,4,1,1,Rejected
Male,Working,74000.0,5.7,Secondary,42100.0,0,0,late,Rejected
Female,Commercial associate,39300.0,3.1,Lower secondary,5100.0,0,1,2,Rejected
Male,Working,38600.0,5.2,Secondary,20400.0,2,0,2,Rejected
Female,Student,82600.0,12.4,Secondary,21200.0,0,1,0,Approved
Male,Working,45100.0,1.3,Secondary,18200.0,0,0,0,Rejected
Male,Pensioner,17400.0,2.1,Secondary,4400.0,2,1,0,Rejected
Male,Commercial associate,80200.0,13.0,Higher education,13800.0,3,0,0,Rejected
Male,Working,37600.0,6.9,Secondary,13700.0,3,0,3,Rejected
Male,Pensioner,73900.0,10.0,Higher education,3900.0,1,0,default,Rejected
Male,Working,112100.0,8.6,Incomplete higher,9600.0,0,1,2,Approved
Male,Pensioner,60300.0,6.3,Secondary,14200.0,2,1,1,Approved
Female,Commercial associate,93700.0,4.7,Secondary,11100.0,1,0,0,Rejected
Male,Working,64200.0,10.8,Secondary,19100.0,2,1,0,Approved
Male,Working,122300.0,12.5,Incomplete higher,9400.0,7,0,0,Approved
Female,Pensioner,37100.0,12.1,Higher education,12800.0,1,1,0,Approved
Female,Working,59700.0,0.3,Secondary,22400.0,1,0,1,Rejected
Male,State servant,81100.0,13.3,Higher education,34900.0,4,2,0,Rejected
Female,Pensioner,55000.0,4.6,Higher education,4300.0,1,1,0,Rejected
Female,Commercial associate,100600.0,2.6,Secondary,18700.0,2,0,0,Rejected
Female,Working,49300.0,5.6,Secondary,8300.0,2,0,0,Approved
Female,Pensioner,151900.0,10.8,Academic degree,15900.0,1,0,1,Approved
Female,State servant,155600.0,9.3,Secondary,4000.0,1,1,1,Rejected
Male,Working,68000.0,5.2,Secondary,26200.0,3,0,0,Rejected
Female,Working,76800.0,10.9,Secondary,6400.0,3,0,1,Rejected
Male,Working,102400.0,7.2,Higher education,22700.0,6,0,0,Rejected
Male,Working,35100.0,3.5,Secondary,4500.0,4,0,0,Rejected
Female,Pensioner,33200.0,2.8,Secondary,3300.0,3,0,0,Rejected
Female,Working,105400.0,8.6,Secondary,10100.0,3,0,1,Approved
Male,Commercial associate,67700.0,6.1,Higher education,13900.0,1,0,2,Rejected
Female,Working,54100.0,0.0,Secondary,44500.0,5,0,0,Rejected
Female,Working,60200.0,10.9,Lower secondary,13600.0,0,0,1,Rejected
Male,Working,20500.0,4.0,Secondary,5100.0,4,0,2,Rejected
Other,State servant,55000.0,14.8,Secondary,20300.0,4,1,late,Rejected
Male,Commercial associate,42700.0,0.0,Lower secondary,29000.0,3,0,0,Rejected
Female,Working,90500.0,5.6,Incomplete higher,6100.0,1,0,0,Approved
Male,Pensioner,93700.0,2.9,Secondary,22200.0,3,0,0,Approved
Male,Working,77600.0,1.4,Incomplete higher,26700.0,3,0,2,Approved
Female,Working,71500.0,4.0,Higher education,20700.0,1,0,0,Rejected
Male,Working,30500.0,15.7,Secondary,7200.0,0,1,0,Rejected
Female,Student,78100.0,7.2,Incomplete higher,14000.0,2,0,default,Rejected
Female,Pensioner,79500.0,2.4,Higher education,15800.0,2,2,0,Rejected
Male,Commercial associate,104900.0,0.0,Secondary,25700.0,5,0,0,Rejected
Female,Working,155300.0,0.0,Higher education,7600.0,3,0,default,Rejected
Female,Working,28000.0,3.7,Secondary,22500.0,3,1,0,Rejected
Male,Commercial associate,50300.0,3.2,Secondary,10800.0,2,0,0,Rejected
Other,Working,42900.0,5.3,Lower secondary,9200.0,2,0,0,Rejected
Male,State servant,64700.0,0.0,Higher education,12500.0,6,0,0,Approved
Male,Pensioner,60200.0,6.0,Higher education,1100.0,0,1,0,Approved
Other,Working,53900.0,11.8,Higher education,1700.0,4,0,0,Approved
Female,Pensioner,95100.0,14.9,Higher education,2200.0,2,0,0,Approved
Female,Student,36500.0,0.0,Secondary,16300.0,4,1,0,Rejected
Female,Working,37500.0,2.3,Academic degree,10000.0,1,1,2,Rejected
Female,Commercial associate,37800.0,2.1,Higher education,7200.0,1,0,0,Rejected
Male,State servant,50900.0,7.3,Higher education,11700.0,1,0,1,Rejected
Female,Working,34400.0,0.2,Higher education,22900.0,2,0,late,Rejected
Female,State servant,58600.0,15.2,Secondary,11300.0,3,0,1,Rejected
Female,Working,55600.0,6.7,Secondary,5000.0,1,0,0,Approved
Female,Commercial associate,42000.0,5.9,Secondary,49000.0,4,0,0,Rejected
Male,Pensioner,88700.0,14.8,Secondary,12100.0,1,0,0,Rejected
Female,Commercial associate,58300.0,6.4,Higher education,26900.0,2,1,0,Approved
Female,Commercial associate,96600.0,8.6,Incomplete higher,20800.0,0,2,0,Approved
Female,Commercial associate,54800.0,2.6,Secondary,8700.0,4,0,late,Rejected
Male,Working,59200.0,0.0,Secondary,34500.0,2,0,0,Rejected
Male,Working,46500.0,3.3,Higher education,7700.0,0,1,0,Rejected
Male,Working,59700.0,17.9,Secondary,16100.0,3,0,1,Rejected
Female,Commercial associate,82500.0,9.8,Lower secondary,14700.0,1,0,default,Rejected
Female,Working,49800.0,7.9,Secondary,15700.0,1,0,1,Rejected
Male,Working,75600.0,1.4,Secondary,30900.0,5,0,0,Rejected
Male,State servant,41500.0,11.2,Secondary,12300.0,1,0,0,Rejected
Male,Working,84300.0,0.0,Lower secondary,14100.0,2,1,0,Approved
Male,Working,46100.0,0.0,Secondary,14600.0,3,0,0,Rejected
Male,Working,87800.0,3.6,Higher education,43300.0,4,1,0,Rejected
Female,Working,61500.0,16.7,Secondary,25600.0,5,0,1,Rejected
Female,Pensioner,118700.0,16.4,Secondary,3200.0,1,0,0,Approved
Male,Working,35600.0,4.2,Incomplete higher,7900.0,1,0,late,Rejected
Female,Working,30800.0,3.0,Secondary,13000.0,2,0,0,Rejected
Male,Student,45400.0,0.0,Secondary,30400.0,1,0,0,Rejected
Male,Pensioner,32100.0,6.9,Higher education,32400.0,2,2,1,Rejected
Male,Pensioner,32100.0,7.3,Incomplete higher,11800.0,2,1,0,Rejected
Male,State servant,79200.0,10.6,Secondary,7700.0,3,1,0,Rejected
Male,State servant,59800.0,11.2,Secondary,10600.0,3,0,0,Rejected
Male,Working,48200.0,5.5,Academic degree,13300.0,6,0,0,Rejected
Male,Commercial associate,50300.0,9.4,Higher education,10100.0,0,0,0,Approved
Male,Commercial associate,45800.0,2.9,Incomplete higher,27300.0,1,1,1,Rejected
Female,Working,125800.0,9.3,Higher education,9400.0,3,0,0,Approved
Male,Working,43000.0,3.9,Higher education,6200.0,4,0,default,Rejected
Male,Working,33000.0,8.9,Secondary,10500.0,1,1,1,Rejected
Female,Commercial associate,85700.0,8.5,Secondary,15200.0,1,0,2,Rejected
Female,Pensioner,54300.0,6.9,Higher education,27600.0,1,0,2,Rejected
Male,Pensioner,149900.0,10.6,Higher education,5800.0,0,0,0,Approved
Male,Working,47200.0,0.0,Lower secondary,15300.0,2,0,0,Approved
Female,Working,87600.0,1.0,Higher education,15600.0,0,2,3,Rejected
Female,Working,97400.0,5.1,Secondary,17600.0,1,0,0,Approved
Female,Commercial associate,47400.0,0.0,Higher education,9400.0,1,0,0,Approved
Female,State servant,42900.0,4.4,Higher education,17400.0,2,1,0,Rejected
Male,State servant,83600.0,4.6,Secondary,20400.0,7,1,0,Rejected
Female,State servant,77600.0,13.3,Incomplete higher,9300.0,2,1,0,Rejected
Female,State servant,31700.0,7.2,Higher education,14000.0,1,1,default,Rejected
Male,Student,36000.0,11.9,Secondary,10900.0,1,1,0,Approved
Female,Working,19100.0,8.1,Higher education,6800.0,1,0,0,Rejected
Female,Working,78300.0,3.7,Higher education,4100.0,1,0,0,Rejected
Male,Working,53200.0,7.2,Lower secondary,7700.0,1,0,0,Rejected
Male,Working,55700.0,10.3,Secondary,8100.0,1,0,0,Approved
Other,Working,28000.0,12.7,Higher education,4100.0,2,0,0,Rejected
Male,Working,36500.0,5.8,Higher education,16700.0,3,2,1,Rejected
Female,Student,48300.0,0.0,Higher education,21400.0,2,0,0,Rejected
Male,Working,44200.0,0.0,Secondary,10700.0,3,0,0,Rejected
Male,Student,63100.0,4.8,Incomplete higher,11900.0,3,0,0,Rejected
Male,Pensioner,77900.0,0.0,Lower secondary,8500.0,1,0,0,Rejected
Male,Commercial associate,166300.0,15.8,Higher education,11400.0,3,0,0,Approved
Male,Commercial associate,59300.0,9.6,Higher education,17500.0,2,1,0,Rejected
Male,Working,98900.0,3.2,Secondary,15300.0,2,0,0,Rejected
Female,Commercial associate,41200.0,0.7,Higher education,11400.0,2,0,0,Approved
Male,Working,28200.0,11.8,Secondary,8100.0,0,0,0,Rejected
Female,State servant,51100.0,0.7,Higher education,20200.0,0,0,0,Rejected
Male,Working,29200.0,1.2,Secondary,8700.0,4,0,0,Rejected
Male,Working,60300.0,2.5,Higher education,4400.0,2,0,0,Approved
Male,Pensioner,42100.0,7.1,Secondary,13500.0,5,0,1,Rejected
Other,Commercial associate,24800.0,9.7,Higher education,2600.0,1,2,0,Rejected
Female,Working,130800.0,12.7,Higher education,14900.0,1,0,2,Approved
Male,Commercial associate,47000.0,11.9,Secondary,15600.0,0,0,0,Approved
Male,Working,28700.0,6.5,Secondary,7600.0,3,1,0,Rejected
Female,Commercial associate,89700.0,11.8,Incomplete higher,8500.0,0,0,0,Rejected
Female,Working,43100.0,3.0,Higher education,22200.0,1,0,3,Rejected
Female,Working,97800.0,0.0,Secondary,40700.0,4,1,0,Rejected
Male,Working,43000.0,3.0,Secondary,12400.0,1,0,1,Rejected
Male,Working,46900.0,2.3,Secondary,7700.0,0,0,2,Rejected
Other,Working,69900.0,3.2,Higher education,15700.0,3,0,0,Rejected
Female,Working,78200.0,1.5,Higher education,11100.0,1,0,0,Approved
Other,Working,84600.0,4.1,Secondary,15000.0,3,1,0,Approved
Female,Working,57500.0,9.7,Higher education,13500.0,0,2,2,Rejected
Male,Commercial associate,76000.0,15.4,Higher education,13700.0,2,1,0,Approved
Female,Working,83700.0,0.0,Higher education,1900.0,1,0,late,Approved
Male,Commercial associate,65500.0,0.0,Secondary,8400.0,3,1,0,Rejected
Male,State servant,56200.0,2.4,Secondary,7800.0,2,1,2,Approved
Male,Working,31200.0,10.5,Secondary,7800.0,1,0,0,Rejected
Male,State servant,78400.0,5.4,Secondary,18400.0,0,1,0,Approved
Female,Working,61000.0,2.7,Secondary,4700.0,2,0,0,Approved
Female,Working,49700.0,10.2,Secondary,1900.0,4,1,3,Rejected
Female,Pensioner,106400.0,11.5,Secondary,7600.0,3,0,0,Approved
Female,Pensioner,31500.0,6.4,Higher education,6400.0,0,1,0,Rejected
Male,Pensioner,125500.0,2.3,Secondary,12500.0,1,0,0,Approved
Male,Working,59300.0,7.9,Higher education,6400.0,2,0,0,Rejected
Male,Pensioner,69100.0,5.3,Secondary,9900.0,4,0,0,Rejected
Male,Working,50100.0,5.2,Higher education,8900.0,2,0,1,Approved
Male,Working,28300.0,3.8,Secondary,26700.0,2,0,0,Rejected
Male,Working,56200.0,11.3,Incomplete higher,6500.0,4,1,1,Rejected
Female,Student,69600.0,7.8,Incomplete higher,17700.0,2,1,1,Rejected
Female,Working,81200.0,11.9,Secondary,11300.0,1,0,default,Rejected
Male,Pensioner,54800.0,13.4,Higher education,22500.0,2,1,0,Rejected
Male,Commercial associate,22300.0,8.9,Secondary,32000.0,0,1,0,Rejected
Female,Pensioner,29900.0,3.9,Higher education,11200.0,2,1,0,Approved
Male,Pensioner,150800.0,11.9,Secondary,2700.0,3,1,0,Approved
Male,State servant,36600.0,8.9,Secondary,4700.0,3,0,0,Rejected
Female,Working,113800.0,20.0,Secondary,3800.0,2,0,2,Rejected
Female,Working,39300.0,8.1,Incomplete higher,8500.0,1,1,0,Approved
Male,Commercial associate,55200.0,10.1,Secondary,7500.0,3,0,0,Rejected
Male,Working,79300.0,8.0,Higher education,14000.0,1,1,0,Rejected
Female,Working,41400.0,6.0,Secondary,21400.0,3,1,2,Approved
Male,Working,122600.0,5.2,Secondary,2400.0,1,0,0,Approved
Female,Working,61900.0,8.0,Secondary,12000.0,2,1,2,Rejected
Male,Working,73700.0,9.2,Lower secondary,6700.0,4,0,0,Approved
Female,Working,53100.0,12.5,Incomplete higher,12300.0,2,0,0,Rejected
Male,State servant,80500.0,8.1,Secondary,8500.0,1,0,late,Rejected
Female,Working,121800.0,4.1,Higher education,19000.0,1,3,0,Rejected
Female,Student,56400.0,4.8,Secondary,5000.0,2,0,0,Approved
Male,Student,130400.0,0.0,Secondary,7000.0,1,0,3,Rejected
Female,Working,45500.0,15.1,Higher education,10700.0,1,0,0,Approved
Female,Pensioner,84400.0,3.7,Secondary,9200.0,2,1,0,Rejected
Female,Commercial associate,74600.0,11.5,Secondary,10600.0,1,1,late,Approved
Male,Commercial associate,37000.0,7.9,Higher education,3000.0,0,0,0,Rejected
Male,Working,65900.0,8.1,Secondary,29000.0,2,1,late,Rejected
Other,Working,60100.0,5.9,Incomplete higher,8000.0,2,0,2,Rejected
Female,Working,40800.0,2.4,Higher education,5300.0,2,0,0,Rejected
Female,Commercial associate,70300.0,1.5,Incomplete higher,10800.0,2,1,0,Rejected
Female,Student,63900.0,15.5,Higher education,12000.0,1,0,0,Rejected
Male,Commercial associate,58000.0,7.1,Incomplete higher,37200.0,1,0,0,Rejected
Other,Pensioner,58100.0,12.4,Secondary,23600.0,3,0,0,Approved
Male,Student,57500.0,13.7,Higher education,9000.0,1,0,1,Rejected
Male,Commercial associate,50700.0,4.4,Higher education,33100.0,1,0,default,Rejected
Female,Working,63800.0,8.7,Lower secondary,29000.0,3,0,late,Rejected
Male,State servant,44800.0,6.7,Secondary,5400.0,0,1,late,Approved
Male,Working,197900.0,0.5,Higher education,42600.0,2,1,0,Approved
Female,Working,31800.0,5.5,Higher education,8100.0,4,0,0,Rejected
Female,Commercial associate,46000.0,9.6,Secondary,13000.0,0,0,0,Approved
Female,State servant,47700.0,3.9,Incomplete higher,26200.0,4,0,0,Rejected
Female,Working,150000.0,4.8,Secondary,2500.0,4,0,3,Approved
Female,Commercial associate,33100.0,5.6,Secondary,10600.0,4,0,2,Rejected
Female,Working,72500.0,17.5,Higher education,14500.0,2,0,2,Rejected
Male,Working,67000.0,0.0,Secondary,23100.0,6,0,0,Rejected
Female,Working,69600.0,9.1,Secondary,11600.0,4,0,0,Approved
Female,Pensioner,104400.0,5.2,Secondary,2500.0,2,0,0,Approved
Male,State servant,103500.0,3.2,Secondary,37000.0,3,1,0,Rejected
Male,Working,48900.0,5.1,Higher education,11900.0,0,1,0,Approved
Male,Working,65300.0,10.0,Incomplete higher,14900.0,6,1,1,Rejected
Female,Working,25900.0,10.3,Higher education,3400.0,3,0,0,Rejected
Male,Working,62600.0,7.5,Secondary,28200.0,2,1,0,Rejected
Female,Commercial associate,41900.0,12.2,Higher education,8200.0,3,0,2,Rejected
Female,Commercial associate,55100.0,13.1,Incomplete higher,6700.0,1,0,0,Approved
Male,Commercial associate,28000.0,10.7,Higher education,24200.0,1,2,0,Rejected
Male,Working,71800.0,3.7,Secondary,3700.0,2,1,2,Rejected
Male,Commercial associate,27900.0,9.1,Secondary,15000.0,2,0,late,Rejected
Male,Working,64000.0,9.1,Lower secondary,6500.0,1,0,0,Approved
Male,Working,34500.0,2.3,Incomplete higher,16300.0,5,0,0,Rejected
Female,State servant,40800.0,0.0,Secondary,19200.0,1,3,0,Rejected
Female,Pensioner,100700.0,0.0,Incomplete higher,8000.0,1,0,0,Approved
Female,State servant,78000.0,6.9,Secondary,27200.0,2,1,0,Rejected
Female,State servant,100400.0,8.0,Secondary,11900.0,3,1,0,Rejected
Male,Commercial associate,120800.0,0.4,Higher education,37300.0,2,1,0,Rejected
Female,State servant,42300.0,11.9,Higher education,24400.0,1,0,0,Rejected
Male,Working,117500.0,7.3,Secondary,12900.0,3,0,0,Approved
Male,Working,31000.0,13.5,Lower secondary,12800.0,1,0,0,Rejected
Male,Working,83800.0,8.4,Incomplete higher,4100.0,1,0,1,Rejected
Female,Working,48000.0,1.0,Secondary,24200.0,3,1,0,Rejected
Female,Working,39400.0,8.9,Higher education,7400.0,3,0,0,Approved
Other,Working,78900.0,10.0,Higher education,13900.0,3,0,0,Rejected
Male,Pensioner,91600.0,3.7,Higher education,37100.0,0,0,0,Approved
Male,Pensioner,90400.0,0.0,Academic degree,26800.0,3,0,0,Approved
Male,Commercial associate,66000.0,7.0,Higher education,5700.0,3,1,1,Rejected
Male,Working,63500.0,1.3,Secondary,12000.0,0,1,0,Rejected
Female,Pensioner,75900.0,12.3,Secondary,14900.0,1,0,0,Approved
Male,Working,68600.0,4.4,Incomplete higher,29000.0,2,0,0,Rejected
Female,Working,76400.0,15.5,Academic degree,26200.0,4,0,2,Rejected
Male,Working,65600.0,0.0,Secondary,17600.0,3,0,0,Rejected
Male,Working,87500.0,7.2,Secondary,16500.0,1,0,0,Approved
Male,Working,28800.0,13.9,Higher education,11800.0,2,0,0,Rejected
Female,Pensioner,56400.0,1.9,Secondary,14600.0,3,0,1,Rejected
Female,Pensioner,32100.0,5.7,Secondary,9900.0,1,0,1,Rejected
Male,Commercial associate,67800.0,4.4,Incomplete higher,20400.0,3,0,0,Rejected
Female,Working,125400.0,2.9,Incomplete higher,17100.0,2,1,0,Rejected
Female,Pensioner,48400.0,7.8,Incomplete higher,23700.0,2,1,1,Rejected
Female,Commercial associate,63400.0,0.0,Higher education,23200.0,2,0,0,Rejected
Female,Working,84200.0,5.9,Secondary,7400.0,3,0,0,Approved
Female,Commercial associate,23600.0,9.2,Lower secondary,1400.0,3,0,2,Rejected
Male,Commercial associate,47300.0,5.4,Secondary,6900.0,2,0,0,Approved
Female,Working,70500.0,1.3,Secondary,14500.0,2,1,0,Rejected
Female,Working,16300.0,11.9,Incomplete higher,9900.0,4,0,0,Rejected
Female,Commercial associate,38600.0,10.3,Higher education,9600.0,2,0,0,Approved
Female,Working,98300.0,1.1,Incomplete higher,6600.0,2,0,0,Approved
Female,Working,94000.0,0.0,Secondary,15900.0,3,1,0,Rejected
Male,Working,70900.0,1.5,Lower secondary,2600.0,3,0,0,Rejected
Female,Student,89100.0,9.3,Higher education,17500.0,0,0,0,Approved
Female,Working,66000.0,7.9,Higher education,17700.0,1,1,0,Rejected
Female,Working,76900.0,10.6,Lower secondary,23300.0,4,0,0,Approved
Female,Working,51900.0,4.8,Secondary,65800.0,1,0,0,Rejected
